Id;Book;URL;FullName;FirstName
567;The Lady of the Lake;https://witcher.fandom.com/wiki/Goulue;Goulue;Goulue
568;The Lady of the Lake;https://witcher.fandom.com/wiki/Gruffyd;Gruffyd;Gruffyd
569;The Lady of the Lake;https://witcher.fandom.com/wiki/Guy_de_Bois-Fresnes;Guy de Bois-Fresnes;Guy
570;The Lady of the Lake;https://witcher.fandom.com/wiki/Hamilcar_Danza;Hamilcar Danza;Hamilcar
571;The Lady of the Lake;https://witcher.fandom.com/wiki/Hedwig_of_Malleore;Hedwig of Malleore;Hedwig
572;The Lady of the Lake;https://witcher.fandom.com/wiki/Henselt;Henselt;Henselt
573;The Lady of the Lake;https://witcher.fandom.com/wiki/Hereward;Hereward;Hereward
574;The Lady of the Lake;https://witcher.fandom.com/wiki/Holofernes_Hofmeier;Holofernes Hofmeier;Holofernes
575;The Lady of the Lake;https://witcher.fandom.com/wiki/Ida_Emean_aep_Sivney;Ida Emean aep Sivney;Ida
576;The Lady of the Lake;https://witcher.fandom.com/wiki/Ihuarraquax;Ihuarraquax;Ihuarraquax
577;The Lady of the Lake;https://witcher.fandom.com/wiki/Impatientia_Vanderbeck;Impatientia Vanderbeck;Impatientia
578;The Lady of the Lake;https://witcher.fandom.com/wiki/Incarvilia_Hildebrandt;Incarvilia Hildebrandt;Incarvilia
579;The Lady of the Lake;https://witcher.fandom.com/wiki/Iola_the_Second;Iola the Second;Iola
580;The Lady of the Lake;https://witcher.fandom.com/wiki/Isengrim_Faoiltiarna;Isengrim Faoiltiarna;Isengrim
581;The Lady of the Lake;https://witcher.fandom.com/wiki/Istvan_Igalffy;Istvan Igalffy;Istvan
582;The Lady of the Lake;https://witcher.fandom.com/wiki/Ithlinne;Ithlinne;Ithlinne
583;The Lady of the Lake;https://witcher.fandom.com/wiki/Jacqueline;Jacqueline;Jacqueline
584;The Lady of the Lake;https://witcher.fandom.com/wiki/Jan_Lennep;Jan Lennep;Jan
585;The Lady of the Lake;https://witcher.fandom.com/wiki/Jan_Natalis;Jan Natalis;Jan
586;The Lady of the Lake;https://witcher.fandom.com/wiki/Jarre;Jarre;Jarre
587;The Lady of the Lake;https://witcher.fandom.com/wiki/Jean_Catillon;Jean Catillon;Jean
588;The Lady of the Lake;https://witcher.fandom.com/wiki/Jean_La_Voisier;Jean La Voisier;Jean
589;The Lady of the Lake;https://witcher.fandom.com/wiki/Joachim_de_Wett;Joachim de Wett;Joachim
590;The Lady of the Lake;https://witcher.fandom.com/wiki/John_of_Attre;John of Attre;John
591;The Lady of the Lake;https://witcher.fandom.com/wiki/Juan_Gutierrez;Juan Gutierrez;Juan
592;The Lady of the Lake;https://witcher.fandom.com/wiki/Julia_Abatemarco;Julia Abatemarco;Julia
593;The Lady of the Lake;https://witcher.fandom.com/wiki/Katje;Katje;Katje
594;The Lady of the Lake;https://witcher.fandom.com/wiki/Kees_van_Lo;Kees van Lo;Kees
595;The Lady of the Lake;https://witcher.fandom.com/wiki/Keira_Metz;Keira Metz;Keira
596;The Lady of the Lake;https://witcher.fandom.com/wiki/Kelpie_(horse);Kelpie;Kelpie
597;The Lady of the Lake;https://witcher.fandom.com/wiki/King_of_the_Wild_Hunt;King of the Wild Hunt;King
598;The Lady of the Lake;https://witcher.fandom.com/wiki/Kistrin;Kistrin;Kistrin
599;The Lady of the Lake;https://witcher.fandom.com/wiki/Klaproth;Klaproth;Klaproth
600;The Lady of the Lake;https://witcher.fandom.com/wiki/Kobus_de_Ruyter;Kobus de Ruyter;Kobus
601;The Lady of the Lake;https://witcher.fandom.com/wiki/Lamarr_Flaut;Lamarr Flaut;Lamarr
602;The Lady of the Lake;https://witcher.fandom.com/wiki/Lambert;Lambert;Lambert
603;The Lady of the Lake;https://witcher.fandom.com/wiki/Lara_Dorren;Lara Dorren;Lara
604;The Lady of the Lake;https://witcher.fandom.com/wiki/Lebioda;Lebioda;Lebioda
605;The Lady of the Lake;https://witcher.fandom.com/wiki/Leo_Bonhart;Leo Bonhart;Leo
606;The Lady of the Lake;https://witcher.fandom.com/wiki/Leon_Oppenhauser;Leon Oppenhauser;Leon
607;The Lady of the Lake;https://witcher.fandom.com/wiki/Liam_aep_Muir_Moss;Liam aep Muir Moss;Liam
608;The Lady of the Lake;https://witcher.fandom.com/wiki/Lorenzo_Molla;Lorenzo Molla;Lorenzo
609;The Lady of the Lake;https://witcher.fandom.com/wiki/Lucienne;Lucienne;Lucienne
610;The Lady of the Lake;https://witcher.fandom.com/wiki/Lydia_van_Bredevoort;Lydia van Bredevoort;Lydia
611;The Lady of the Lake;https://witcher.fandom.com/wiki/Lytta_Neyd;Lytta Neyd;Lytta
612;The Lady of the Lake;https://witcher.fandom.com/wiki/Malatesta;Malatesta;Malatesta
613;The Lady of the Lake;https://witcher.fandom.com/wiki/Margarita_Laux-Antille;Margarita Laux-Antille;Margarita
614;The Lady of the Lake;https://witcher.fandom.com/wiki/Markus_Braibant;Markus Braibant;Markus
615;The Lady of the Lake;https://witcher.fandom.com/wiki/Marti_S%C3%B6dergren;Marti Södergren;Marti
616;The Lady of the Lake;https://witcher.fandom.com/wiki/Mawr_var_Anahid;Mawr var Anahid;Mawr
617;The Lady of the Lake;https://witcher.fandom.com/wiki/Melfi;Melfi;Melfi
618;The Lady of the Lake;https://witcher.fandom.com/wiki/Menno_Coehoorn;Menno Coehoorn;Menno
619;The Lady of the Lake;https://witcher.fandom.com/wiki/Meve;Meve;Meve
620;The Lady of the Lake;https://witcher.fandom.com/wiki/Milo_Vanderbeck;Milo Vanderbeck;Milo
621;The Lady of the Lake;https://witcher.fandom.com/wiki/Milton;Milton;Milton
622;The Lady of the Lake;https://witcher.fandom.com/wiki/Milton_de_Peyrac-Peyran;Milton de Peyrac-Peyran;Milton
623;The Lady of the Lake;https://witcher.fandom.com/wiki/Milva;Milva;Milva
624;The Lady of the Lake;https://witcher.fandom.com/wiki/Mistle;Mistle;Mistle
625;The Lady of the Lake;https://witcher.fandom.com/wiki/Morvran_Voorhis;Morvran Voorhis;Morvran
626;The Lady of the Lake;https://witcher.fandom.com/wiki/Munro_Bruys;Munro Bruys;Munro
627;The Lady of the Lake;https://witcher.fandom.com/wiki/Myrrha;Myrrha;Myrrha
628;The Lady of the Lake;https://witcher.fandom.com/wiki/Nadia_Esposito;Nadia Esposito;Nadia
629;The Lady of the Lake;https://witcher.fandom.com/wiki/Natanis;Natanis;Natanis
630;The Lady of the Lake;https://witcher.fandom.com/wiki/Nenneke;Nenneke;Nenneke
631;The Lady of the Lake;https://witcher.fandom.com/wiki/Nicodemus_de_Boot;Nicodemus de Boot;Nicodemus
632;The Lady of the Lake;https://witcher.fandom.com/wiki/Nimue_verch_Wledyr_ap_Gwyn;Nimue verch Wledyr ap Gwyn;Nimue
633;The Lady of the Lake;https://witcher.fandom.com/wiki/Nitert;Nitert;Nitert
634;The Lady of the Lake;https://witcher.fandom.com/wiki/Notturna;Notturna;Notturna
635;The Lady of the Lake;https://witcher.fandom.com/wiki/Nycklar;Nycklar;Nycklar
636;The Lady of the Lake;https://witcher.fandom.com/wiki/Ograbek;Ograbek;Ograbek
637;The Lady of the Lake;https://witcher.fandom.com/wiki/Okultich;Okultich;Okultich
638;The Lady of the Lake;https://witcher.fandom.com/wiki/Ola_Harsheim;Ola Harsheim;Ola
639;The Lady of the Lake;https://witcher.fandom.com/wiki/Orestes_Kopps;Orestes Kopps;Orestes
640;The Lady of the Lake;https://witcher.fandom.com/wiki/Ori_Reuven;Ori Reuven;Ori
641;The Lady of the Lake;https://witcher.fandom.com/wiki/Otto_de_Congreve;Otto de Congreve;Otto
642;The Lady of the Lake;https://witcher.fandom.com/wiki/Ouder_de_Wyngalt;Ouder de Wyngalt;Ouder
643;The Lady of the Lake;https://witcher.fandom.com/wiki/Palmerin_de_Launfal;Palmerin de Launfal;Palmerin
644;The Lady of the Lake;https://witcher.fandom.com/wiki/Papebrock;Papebrock;Papebrock
645;The Lady of the Lake;https://witcher.fandom.com/wiki/Paulie_Dahlberg;Paulie Dahlberg;Paulie
646;The Lady of the Lake;https://witcher.fandom.com/wiki/Pelligram;Pelligram;Pelligram
647;The Lady of the Lake;https://witcher.fandom.com/wiki/Percival_Schuttenbach;Percival Schuttenbach;Percival
648;The Lady of the Lake;https://witcher.fandom.com/wiki/Peter_Faramond;Peter Faramond;Peter
649;The Lady of the Lake;https://witcher.fandom.com/wiki/Petunia_Hildebrandt;Petunia Hildebrandt;Petunia
650;The Lady of the Lake;https://witcher.fandom.com/wiki/Philippa_Eilhart;Philippa Eilhart;Philippa
651;The Lady of the Lake;https://witcher.fandom.com/wiki/Pike_(person);Pike;Pike
652;The Lady of the Lake;https://witcher.fandom.com/wiki/Prince_Voorhis;Prince Voorhis;Prince
653;The Lady of the Lake;https://witcher.fandom.com/wiki/Prine;Prine;Prine
654;The Lady of the Lake;https://witcher.fandom.com/wiki/Puttkammer;Puttkammer;Puttkammer
655;The Lady of the Lake;https://witcher.fandom.com/wiki/Radovid_V;Radovid V;Radovid V
656;The Lady of the Lake;https://witcher.fandom.com/wiki/Ramon_Tyrconnel;Ramon Tyrconnel;Ramon
657;The Last Wish;https://witcher.fandom.com/wiki/Abergard;Abergard;Abergard
658;The Last Wish;https://witcher.fandom.com/wiki/Abrad_%22Jack-up-the-Skirt%22;"Abrad ""Jack-up-the-Skirt""";Abrad
659;The Last Wish;https://witcher.fandom.com/wiki/Adda_of_Temeria;Adda of Temeria;Adda
660;The Last Wish;https://witcher.fandom.com/wiki/Adda_the_White;Adda the White;Adda
661;The Last Wish;https://witcher.fandom.com/wiki/Aen_Saevherne;Aen Saevherne;Aen
662;The Last Wish;https://witcher.fandom.com/wiki/Akerspaark;Akerspaark;Akerspaark
663;The Last Wish;https://witcher.fandom.com/wiki/Aridea;Aridea;Aridea
664;The Last Wish;https://witcher.fandom.com/wiki/Arthur_Tailles;Arthur Tailles;Arthur
665;The Last Wish;https://witcher.fandom.com/wiki/Audoen;Audoen;Audoen
666;The Last Wish;https://witcher.fandom.com/wiki/Beau_Berrant;Beau Berrant;Beau
667;The Last Wish;https://witcher.fandom.com/wiki/Bernika;Bernika;Bernika
668;The Last Wish;https://witcher.fandom.com/wiki/Borg;Borg;Borg
669;The Last Wish;https://witcher.fandom.com/wiki/Bran_Tuirseach;Bran Tuirseach;Bran
670;The Last Wish;https://witcher.fandom.com/wiki/Butcher_of_Blaviken;Butcher of Blaviken;Butcher
671;The Last Wish;https://witcher.fandom.com/wiki/Calanthe;Calanthe;Calanthe
672;The Last Wish;https://witcher.fandom.com/wiki/Caldemeyn;Caldemeyn;Caldemeyn
673;The Last Wish;https://witcher.fandom.com/wiki/Carrypebble;Carrypebble;Carrypebble
674;The Last Wish;https://witcher.fandom.com/wiki/Centurion_(innkeeper);Centurion;Centurion
675;The Last Wish;https://witcher.fandom.com/wiki/Cerberus;Cerberus;Cerberus
676;The Last Wish;https://witcher.fandom.com/wiki/Cerro;Cerro;Cerro
677;The Last Wish;https://witcher.fandom.com/wiki/Chireadan;Chireadan;Chireadan
678;The Last Wish;https://witcher.fandom.com/wiki/Civril;Civril;Civril
679;The Last Wish;https://witcher.fandom.com/wiki/Crach_an_Craite;Crach an Craite;Crach
680;The Last Wish;https://witcher.fandom.com/wiki/Crach%27s_mother;Crach's mother;Crach's
681;The Last Wish;https://witcher.fandom.com/wiki/Dalimira;Dalimira;Dalimira
682;The Last Wish;https://witcher.fandom.com/wiki/Dandelion;Dandelion;Dandelion
683;The Last Wish;https://witcher.fandom.com/wiki/Dennis_Cranmer;Dennis Cranmer;Dennis
684;The Last Wish;https://witcher.fandom.com/wiki/Dezmod;Dezmod;Dezmod
685;The Last Wish;https://witcher.fandom.com/wiki/Dhun;Dhun;Dhun
686;The Last Wish;https://witcher.fandom.com/wiki/Dragomir;Dragomir;Dragomir
687;The Last Wish;https://witcher.fandom.com/wiki/Draig_Bon-Dhu;Draig Bon-Dhu;Draig
688;The Last Wish;https://witcher.fandom.com/wiki/Drogodar;Drogodar;Drogodar
689;The Last Wish;https://witcher.fandom.com/wiki/Eist_Tuirseach;Eist Tuirseach;Eist
690;The Last Wish;https://witcher.fandom.com/wiki/Eltibald;Eltibald;Eltibald
691;The Last Wish;https://witcher.fandom.com/wiki/Emhyr_var_Emreis;Emhyr var Emreis;Emhyr
692;The Last Wish;https://witcher.fandom.com/wiki/Ermellia;Ermellia;Ermellia
693;The Last Wish;https://witcher.fandom.com/wiki/Errdil;Errdil;Errdil
694;The Last Wish;https://witcher.fandom.com/wiki/Eskel;Eskel;Eskel
695;The Last Wish;https://witcher.fandom.com/wiki/Ethain;Ethain;Ethain
696;The Last Wish;https://witcher.fandom.com/wiki/Evermir;Evermir;Evermir
697;The Last Wish;https://witcher.fandom.com/wiki/Eylembert_of_Tigg;Eylembert of Tigg;Eylembert
698;The Last Wish;https://witcher.fandom.com/wiki/Falwick;Falwick;Falwick
699;The Last Wish;https://witcher.fandom.com/wiki/Fenne;Fenne;Fenne
700;The Last Wish;https://witcher.fandom.com/wiki/Fialka;Fialka;Fialka
701;The Last Wish;https://witcher.fandom.com/wiki/Fifteen;Fifteen;Fifteen
702;The Last Wish;https://witcher.fandom.com/wiki/Filavandrel_a%C3%A9n_Fidh%C3%A1il;Filavandrel aén Fidháil;Filavandrel
703;The Last Wish;https://witcher.fandom.com/wiki/Fodcat;Fodcat;Fodcat
704;The Last Wish;https://witcher.fandom.com/wiki/Foltest;Foltest;Foltest
705;The Last Wish;https://witcher.fandom.com/wiki/Fredefalk_Vellga;Fredefalk Vellga;Fredefalk
706;The Last Wish;https://witcher.fandom.com/wiki/Galarr;Galarr;Galarr
707;The Last Wish;https://witcher.fandom.com/wiki/Geoffrey_Monck;Geoffrey Monck;Geoffrey
708;The Last Wish;https://witcher.fandom.com/wiki/Geralt_of_Rivia;Geralt of Rivia;Geralt
709;The Last Wish;https://witcher.fandom.com/wiki/Glutton;Glutton;Glutton
710;The Last Wish;https://witcher.fandom.com/wiki/Haxo;Haxo;Haxo
711;The Last Wish;https://witcher.fandom.com/wiki/Herbert_Stammelford;Herbert Stammelford;Herbert
712;The Last Wish;https://witcher.fandom.com/wiki/Hereward;Hereward;Hereward
713;The Last Wish;https://witcher.fandom.com/wiki/Heribert;Heribert;Heribert
714;The Last Wish;https://witcher.fandom.com/wiki/Idi;Idi;Idi
715;The Last Wish;https://witcher.fandom.com/wiki/Ilka;Ilka;Ilka
716;The Last Wish;https://witcher.fandom.com/wiki/Iola;Iola;Iola
717;The Last Wish;https://witcher.fandom.com/wiki/Irion;Irion;Irion
718;The Last Wish;https://witcher.fandom.com/wiki/Karelka;Karelka;Karelka
719;The Last Wish;https://witcher.fandom.com/wiki/Krepp;Krepp;Krepp
720;The Last Wish;https://witcher.fandom.com/wiki/Laurelnose;Laurelnose;Laurelnose
721;The Last Wish;https://witcher.fandom.com/wiki/Lebioda;Lebioda;Lebioda
722;The Last Wish;https://witcher.fandom.com/wiki/Lenka;Lenka;Lenka
723;The Last Wish;https://witcher.fandom.com/wiki/Libushe;Libushe;Libushe
724;The Last Wish;https://witcher.fandom.com/wiki/Lille;Lille;Lille
725;The Last Wish;https://witcher.fandom.com/wiki/Lord_Strept;Lord Strept;Lord
726;The Last Wish;https://witcher.fandom.com/wiki/Mad_De%C3%AF;Mad Deï;Mad
727;The Last Wish;https://witcher.fandom.com/wiki/Marilka;Marilka;Marilka
728;The Last Wish;https://witcher.fandom.com/wiki/Medell;Medell;Medell
729;The Last Wish;https://witcher.fandom.com/wiki/Mousesack;Mousesack;Mousesack
730;The Last Wish;https://witcher.fandom.com/wiki/Nan_the_Hag;Nan the Hag;Nan
731;The Last Wish;https://witcher.fandom.com/wiki/Nenneke;Nenneke;Nenneke
732;The Last Wish;https://witcher.fandom.com/wiki/Nettly;Nettly;Nettly
733;The Last Wish;https://witcher.fandom.com/wiki/Neville;Neville;Neville
734;The Last Wish;https://witcher.fandom.com/wiki/Nimir;Nimir;Nimir
735;The Last Wish;https://witcher.fandom.com/wiki/Nivellen;Nivellen;Nivellen
736;The Last Wish;https://witcher.fandom.com/wiki/Nohorn;Nohorn;Nohorn
737;The Last Wish;https://witcher.fandom.com/wiki/Ostrit;Ostrit;Ostrit
738;The Last Wish;https://witcher.fandom.com/wiki/Pavetta;Pavetta;Pavetta
739;The Last Wish;https://witcher.fandom.com/wiki/Primula;Primula;Primula
740;The Last Wish;https://witcher.fandom.com/wiki/Rainfarn;Rainfarn;Rainfarn
741;The Last Wish;https://witcher.fandom.com/wiki/Ravix_of_Fourhorn;Ravix of Fourhorn;Ravix
742;The Last Wish;https://witcher.fandom.com/wiki/Renfri_Vellga;Renfri Vellga;Renfri
743;The Last Wish;https://witcher.fandom.com/wiki/Roach;Roach;Roach
744;The Last Wish;https://witcher.fandom.com/wiki/Roderick_de_Novembre;Roderick de Novembre;Roderick
745;The Last Wish;https://witcher.fandom.com/wiki/Roegner_of_Ebbing;Roegner of Ebbing;Roegner
746;The Last Wish;https://witcher.fandom.com/wiki/Rulle_Asper;Rulle Asper;Rulle
747;The Last Wish;https://witcher.fandom.com/wiki/Rumplestelt;Rumplestelt;Rumplestelt
748;The Last Wish;https://witcher.fandom.com/wiki/Sancia_of_Sodden;Sancia of Sodden;Sancia
749;The Last Wish;https://witcher.fandom.com/wiki/Segelin;Segelin;Segelin
750;The Last Wish;https://witcher.fandom.com/wiki/Seven_gnomes;Seven gnomes;Seven
751;The Last Wish;https://witcher.fandom.com/wiki/Silvena_(Fredefalk%27s_wife);Silvena;Silvena
752;The Last Wish;https://witcher.fandom.com/wiki/Silvena_(Narok_ruler);Silvena;Silvena
753;The Last Wish;https://witcher.fandom.com/wiki/Slow;Slow;Slow
754;The Last Wish;https://witcher.fandom.com/wiki/Stregobor;Stregobor;Stregobor
755;The Last Wish;https://witcher.fandom.com/wiki/Supree;Supree;Supree
756;The Last Wish;https://witcher.fandom.com/wiki/Tavik;Tavik;Tavik
757;The Last Wish;https://witcher.fandom.com/wiki/The_Last_Wish_minor_characters;The Last Wish minor characters;The
758;The Last Wish;https://witcher.fandom.com/wiki/Tinglant;Tinglant;Tinglant
759;The Last Wish;https://witcher.fandom.com/wiki/Torque;Torque;Torque
760;The Last Wish;https://witcher.fandom.com/wiki/Toruviel;Toruviel;Toruviel
761;The Last Wish;https://witcher.fandom.com/wiki/Treska;Treska;Treska
762;The Last Wish;https://witcher.fandom.com/wiki/Trigla;Trigla;Trigla
763;The Last Wish;https://witcher.fandom.com/wiki/Triss_Merigold;Triss Merigold;Triss
764;The Last Wish;https://witcher.fandom.com/wiki/Valdo_Marx;Valdo Marx;Valdo
765;The Last Wish;https://witcher.fandom.com/wiki/Vanadain;Vanadain;Vanadain
766;The Last Wish;https://witcher.fandom.com/wiki/Velerad;Velerad;Velerad
767;The Last Wish;https://witcher.fandom.com/wiki/Venimira;Venimira;Venimira
768;The Last Wish;https://witcher.fandom.com/wiki/Vereena;Vereena;Vereena
769;The Last Wish;https://witcher.fandom.com/wiki/Vesemir;Vesemir;Vesemir
770;The Last Wish;https://witcher.fandom.com/wiki/Virginia;Virginia;Virginia
771;The Last Wish;https://witcher.fandom.com/wiki/Vissegerd;Vissegerd;Vissegerd
772;The Last Wish;https://witcher.fandom.com/wiki/Vizimir_II;Vizimir II;Vizimir II
773;The Last Wish;https://witcher.fandom.com/wiki/Vratimir;Vratimir;Vratimir
774;The Last Wish;https://witcher.fandom.com/wiki/Vridank;Vridank;Vridank
775;The Last Wish;https://witcher.fandom.com/wiki/Vyr;Vyr;Vyr
776;The Last Wish;https://witcher.fandom.com/wiki/Warder;Warder;Warder
777;The Last Wish;https://witcher.fandom.com/wiki/Wieldhill;Wieldhill;Wieldhill
778;The Last Wish;https://witcher.fandom.com/wiki/Windhalm_of_Attre;Windhalm of Attre;Windhalm
779;The Last Wish;https://witcher.fandom.com/wiki/Yennefer_of_Vengerberg;Yennefer of Vengerberg;Yennefer
780;The Last Wish;https://witcher.fandom.com/wiki/Zatret_Voruta;Zatret Voruta;Zatret
781;The Last Wish;https://witcher.fandom.com/wiki/Zavist;Zavist;Zavist
782;The Last Wish;https://witcher.fandom.com/wiki/Zivelina;Zivelina;Zivelina
783;The Tower of the Swallow;https://witcher.fandom.com/wiki/Adam_Pangratt;Adam Pangratt;Adam
784;The Tower of the Swallow;https://witcher.fandom.com/wiki/Aideen;Aideen;Aideen
785;The Tower of the Swallow;https://witcher.fandom.com/wiki/Almavera;Almavera;Almavera
786;The Tower of the Swallow;https://witcher.fandom.com/wiki/Amaranth;Amaranth;Amaranth
787;The Tower of the Swallow;https://witcher.fandom.com/wiki/Ambassador_de_Ruyter;Ambassador de Ruyter;Ambassador
788;The Tower of the Swallow;https://witcher.fandom.com/wiki/Andres_Vierny;Andres Vierny;Andres
789;The Tower of the Swallow;https://witcher.fandom.com/wiki/Angoul%C3%AAme;Angoulême;Angoulême
790;The Tower of the Swallow;https://witcher.fandom.com/wiki/Anna_Henrietta;Anna Henrietta;Anna
791;The Tower of the Swallow;https://witcher.fandom.com/wiki/Ardal_aep_Dahy;Ardal aep Dahy;Ardal
792;The Tower of the Swallow;https://witcher.fandom.com/wiki/Aristide_Vermuellen;Aristide Vermuellen;Aristide
793;The Tower of the Swallow;https://witcher.fandom.com/wiki/Asa_Thjazi;Asa Thjazi;Asa
794;The Tower of the Swallow;https://witcher.fandom.com/wiki/Asse;Asse;Asse
795;The Tower of the Swallow;https://witcher.fandom.com/wiki/Assire_var_Anahid;Assire var Anahid;Assire
796;The Tower of the Swallow;https://witcher.fandom.com/wiki/Avallac%27h;Avallac'h;Avallac'h
797;The Tower of the Swallow;https://witcher.fandom.com/wiki/Baron_of_Casadei;Baron of Casadei;Baron
798;The Tower of the Swallow;https://witcher.fandom.com/wiki/Benda;Benda;Benda
799;The Tower of the Swallow;https://witcher.fandom.com/wiki/Bert_Brigden;Bert Brigden;Bert
800;The Tower of the Swallow;https://witcher.fandom.com/wiki/Big_Lothar;Big Lothar;Big
801;The Tower of the Swallow;https://witcher.fandom.com/wiki/Billy_Goat_(digger);Billy Goat;Billy
802;The Tower of the Swallow;https://witcher.fandom.com/wiki/Blanka;Blanka;Blanka
803;The Tower of the Swallow;https://witcher.fandom.com/wiki/Boreas_Mun;Boreas Mun;Boreas
804;The Tower of the Swallow;https://witcher.fandom.com/wiki/Bran_Tuirseach;Bran Tuirseach;Bran
805;The Tower of the Swallow;https://witcher.fandom.com/wiki/Bucephalus;Bucephalus;Bucephalus
806;The Tower of the Swallow;https://witcher.fandom.com/wiki/Buyvid_Backhuysen;Buyvid Backhuysen;Buyvid
807;The Tower of the Swallow;https://witcher.fandom.com/wiki/Cahir_Mawr_Dyffryn_aep_Ceallach;Cahir Mawr Dyffryn aep Ceallach;Cahir
808;The Tower of the Swallow;https://witcher.fandom.com/wiki/Calanthe;Calanthe;Calanthe
809;The Tower of the Swallow;https://witcher.fandom.com/wiki/Caleb_Stratton;Caleb Stratton;Caleb
810;The Tower of the Swallow;https://witcher.fandom.com/wiki/Carthia_van_Canten;Carthia van Canten;Carthia
811;The Tower of the Swallow;https://witcher.fandom.com/wiki/Ceallach_aep_Gruffyd;Ceallach aep Gruffyd;Ceallach
812;The Tower of the Swallow;https://witcher.fandom.com/wiki/Chloe_Stitz;Chloe Stitz;Chloe
813;The Tower of the Swallow;https://witcher.fandom.com/wiki/Ciri;Ciri;Ciri
814;The Tower of the Swallow;https://witcher.fandom.com/wiki/Cirilla_Fiona_(imposter);Cirilla Fiona;Cirilla
815;The Tower of the Swallow;https://witcher.fandom.com/wiki/Codringher;Codringher;Codringher
816;The Tower of the Swallow;https://witcher.fandom.com/wiki/Co%C3%ABn;Coën;Coën
817;The Tower of the Swallow;https://witcher.fandom.com/wiki/Crach_an_Craite;Crach an Craite;Crach
818;The Tower of the Swallow;https://witcher.fandom.com/wiki/Cregennan_of_Lod;Cregennan of Lod;Cregennan
819;The Tower of the Swallow;https://witcher.fandom.com/wiki/Cyprian_Fripp_the_elder;Cyprian Fripp the elder;Cyprian
820;The Tower of the Swallow;https://witcher.fandom.com/wiki/Cyprian_Fripp_the_younger;Cyprian Fripp the younger;Cyprian
821;The Tower of the Swallow;https://witcher.fandom.com/wiki/D%27Arvy;D'Arvy;D'Arvy
822;The Tower of the Swallow;https://witcher.fandom.com/wiki/Dacre_Silifant;Dacre Silifant;Dacre
823;The Tower of the Swallow;https://witcher.fandom.com/wiki/Dandelion;Dandelion;Dandelion
824;The Tower of the Swallow;https://witcher.fandom.com/wiki/Daniel_Etcheverry;Daniel Etcheverry;Daniel
825;The Tower of the Swallow;https://witcher.fandom.com/wiki/Debora;Debora;Debora
826;The Tower of the Swallow;https://witcher.fandom.com/wiki/Declan_Ros_aep_Maelchlad;Declan Ros aep Maelchlad;Declan
827;The Tower of the Swallow;https://witcher.fandom.com/wiki/Dede_Vargas;Dede Vargas;Dede
828;The Tower of the Swallow;https://witcher.fandom.com/wiki/Demavend_III;Demavend III;Demavend III
829;The Tower of the Swallow;https://witcher.fandom.com/wiki/Dominik_Bombastus_Houvenaghel;Dominik Bombastus Houvenaghel;Dominik
830;The Tower of the Swallow;https://witcher.fandom.com/wiki/Draakul;Draakul;Draakul
831;The Tower of the Swallow;https://witcher.fandom.com/wiki/Dufficey_Kriel;Dufficey Kriel;Dufficey
832;The Tower of the Swallow;https://witcher.fandom.com/wiki/Effenberg;Effenberg;Effenberg
833;The Tower of the Swallow;https://witcher.fandom.com/wiki/Eist_Tuirseach;Eist Tuirseach;Eist
834;The Tower of the Swallow;https://witcher.fandom.com/wiki/Emhyr_var_Emreis;Emhyr var Emreis;Emhyr
835;The Tower of the Swallow;https://witcher.fandom.com/wiki/Emiel_Regis_Rohellec_Terzieff-Godefroy;Emiel Regis Rohellec Terzieff-Godefroy;Emiel
836;The Tower of the Swallow;https://witcher.fandom.com/wiki/Eredin_Br%C3%A9acc_Glas;Eredin Bréacc Glas;Eredin
837;The Tower of the Swallow;https://witcher.fandom.com/wiki/Eskel;Eskel;Eskel
838;The Tower of the Swallow;https://witcher.fandom.com/wiki/Esterad_Thyssen;Esterad Thyssen;Esterad
839;The Tower of the Swallow;https://witcher.fandom.com/wiki/Esterhazy;Esterhazy;Esterhazy
840;The Tower of the Swallow;https://witcher.fandom.com/wiki/Esteril_Thyssen;Esteril Thyssen;Esteril
841;The Tower of the Swallow;https://witcher.fandom.com/wiki/Eurneid;Eurneid;Eurneid
842;The Tower of the Swallow;https://witcher.fandom.com/wiki/Fabio_Sachs;Fabio Sachs;Fabio
843;The Tower of the Swallow;https://witcher.fandom.com/wiki/Falka_(alias);Falka;Falka
844;The Tower of the Swallow;https://witcher.fandom.com/wiki/Fergus_var_Emreis;Fergus var Emreis;Fergus
845;The Tower of the Swallow;https://witcher.fandom.com/wiki/Flourens_Delannoy;Flourens Delannoy;Flourens
846;The Tower of the Swallow;https://witcher.fandom.com/wiki/Fringilla_Vigo;Fringilla Vigo;Fringilla
847;The Tower of the Swallow;https://witcher.fandom.com/wiki/Fulko_Artevelde;Fulko Artevelde;Fulko
848;The Tower of the Swallow;https://witcher.fandom.com/wiki/Gabriel_(person);Gabriel;Gabriel
849;The Tower of the Swallow;https://witcher.fandom.com/wiki/Gaudemunda_Thyssen;Gaudemunda Thyssen;Gaudemunda
850;The Tower of the Swallow;https://witcher.fandom.com/wiki/Gedovius_Troyden;Gedovius Troyden;Gedovius
851;The Tower of the Swallow;https://witcher.fandom.com/wiki/Gemma;Gemma;Gemma
852;The Tower of the Swallow;https://witcher.fandom.com/wiki/Geoffrey_Monck;Geoffrey Monck;Geoffrey
853;The Tower of the Swallow;https://witcher.fandom.com/wiki/Geralt_of_Rivia;Geralt of Rivia;Geralt
