;Book;Sentence;Entities;CharacterEntities
41022;Times of Contempt;Ciri bowed her head even lower.;['Ciri'];['Ciri']
41027;Times of Contempt;cried Ciri obediently, paling slightly.;['Ciri'];['Ciri']
41034;Times of Contempt;'Hey, hey, Skomlik, what did she do?';['Skomlik'];['Skomlik']
41035;Times of Contempt;Vercta interjected, swallowing with effort bread topped with onions.;['Vercta'];['Vercta']
41041;Times of Contempt;Skomlik flushed even more, but said nothing.;['Skomlik'];['Skomlik']
41042;Times of Contempt;'Something I just remembered' added Vercta.;['Vercta'];['Vercta']
41043;Times of Contempt;'The Rat must be fed, so that he doesn't become anaemic on the road, because then the Baron will have our skins, trust me.;['Baron'];['Baron']
41047;Times of Contempt;And you, Skomlik, what bothers you?;['Skomlik'];['Skomlik']
41049;Times of Contempt;'Keep an eye on her,' The Trapper nodded towards Ciri 'because she is a strange bird.;['Trapper', 'Ciri'];['Ciri']
41055;Times of Contempt;Skomlik growled.;['Skomlik'];['Skomlik']
41062;Times of Contempt;Eh, Skomlik, do not be stingy!;['Skomlik'];['Skomlik']
41066;Times of Contempt;Skomlik's companions echoed it.;['Skomlik'];['Skomlik']
41067;Times of Contempt;Ciri trembled, turned pale and looked up.;['Ciri'];['Ciri']
41068;Times of Contempt;Kayleigh smiled sarcastically.;['Kayleigh'];['Kayleigh']
41079;Times of Contempt;Ciri whispered, taking the bowl from the innkeeper.;['Ciri'];['Ciri']
41088;Times of Contempt;Go...'  'From this inn,' she recited the words of Kayleigh in a trembling voice, 'no one will come out alive.;['Kayleigh'];['Kayleigh']
41099;Times of Contempt;Kayleigh hissed.;['Kayleigh'];['Kayleigh']
41106;Times of Contempt;Ciri felt dryness in her throat.;['Ciri'];['Ciri']
41113;Times of Contempt;True, thought Ciri, while cutting the rope.;['Ciri'];['Ciri']
41131;Times of Contempt;This one, with two quick slashes of his sword, sent two trappers to separate corners, then cut at Vercta.;['two', 'two', 'Vercta'];['Vercta']
41132;Times of Contempt;The second, a broad-shouldered blond sent a wide cut in the direction of Remiz, Skomlik's brother.;['second', 'Remiz', 'Skomlik'];['Remiz', 'Skomlik']
41138;Times of Contempt;Ciri hid behind the pole.;['Ciri'];['Ciri']
41139;Times of Contempt;'Mistle!' Kayleigh shouted, having broken free from the ropes that bound him, was now wrestling with the strap around his neck that was still binding him to the pole.;['Kayleigh'];['Kayleigh']
41140;Times of Contempt;'Giselher!;['Giselher'];['Giselher']
41143;Times of Contempt;The Rats, however, were still busy fighting, though Skomlik heard Kayleigh's cry.;['Skomlik', 'Kayleigh'];['Skomlik', 'Kayleigh']
41146;Times of Contempt;"She jumped out from behind the pole, spun in pirouette; fell heavily on Skomlik, hitting him in the hip.";['Skomlik'];['Skomlik']
41150;Times of Contempt;Skomlik swung his sword and the air howled.;['Skomlik'];['Skomlik']
41151;Times of Contempt;Ciri's body again made the same economical dodge, the trapper almost fell over, following the path of his accelerating blade.;['Ciri'];['Ciri']
41153;Times of Contempt;Ciri jumped agilely aside, landing safely on her left foot and then spun in the opposite direction in a pirouette.;['Ciri'];['Ciri']
41154;Times of Contempt;Skomlik hacked again, but was unable to reach her.;['Skomlik'];['Skomlik']
41155;Times of Contempt;Vercta abruptly fell between them, covered in blood.;['Vercta'];['Vercta']
41160;Times of Contempt;The swarthy one with the red scarf said coldly, finally releasing Kayleigh.;['Kayleigh'];['Kayleigh']
41168;Times of Contempt;Give her iron, Iskra.';['Iskra'];['Iskra']
41169;Times of Contempt;Ciri felt in her hand the grip of a sword.;['Ciri'];['Ciri']
41171;Times of Contempt;Skomlik grunted furiously, threw himself upon her, brandishing his blade in front of him.;['Skomlik'];['Skomlik']
41173;Times of Contempt;Ciri avoided the feints and cuts through fast turns, without even trying to stop the blows raining down.;['Ciri'];['Ciri']
41184;Times of Contempt;Skomlik glanced back, then all of a sudden lunged at Ciri stretching like a heron with its beak.;['Skomlik', 'Ciri'];['Skomlik', 'Ciri']
41186;Times of Contempt;For a second she saw a swollen and throbbing vein on Skomlik's neck.;['second', 'Skomlik'];['Skomlik']
41192;Times of Contempt;The girl in the colourful outfit pushed her, while two other Rats, the boy in the sheepskin jacket and short hair, herded Skomlik into a corner of the room, keeping him in check with their swords.;['two', 'Rats', 'Skomlik'];['Skomlik']
41194;Times of Contempt;Repeated colourful outfit, Ciri turned to face her.;['Ciri'];['Ciri']
41199;Times of Contempt;Ciri trembled, looking at the big dark, almond shaped eyes, seeing bare teeth through a smile so small as to make it look ghostly.;['Ciri'];['Ciri']
41203;Times of Contempt;Giselher said sharply, the one with the scarlet scarf, evidently the leader.;['Giselher'];['Giselher']
41205;Times of Contempt;Mistle, finish off the bastard.';['Mistle'];['Mistle']
41208;Times of Contempt;Skomlik screamed, falling to his knees.;['Skomlik'];['Skomlik']
41222;Times of Contempt;Ciri did not know what to do, but had no time to reflect, Mistle, the short haired one, pushed her towards the door.;['Ciri', 'Mistle'];['Ciri', 'Mistle']
41226;Times of Contempt;Mistle shouted at Ciri.;['Ciri'];['Ciri']
41230;Times of Contempt;Ride behind Giselher!;['Giselher'];['Giselher']
41233;Times of Contempt;Ciri flew over the low railing, grabbing the reins of one of the trappers horses, jumped into the saddle then slammed the rump of the horse with the flat of her sword, which she had not let go off.;['Ciri', 'one'];['Ciri']
41234;Times of Contempt;She went into a fast gallop ahead of Kayleigh and the colourful elf, who was called Iskra The Rats rushed in the direction of the mill.;['gallop', 'Kayleigh', 'Iskra The Rats'];['Kayleigh']
41235;Times of Contempt;She saw out of the darkness of a house, jump a man with a crossbow, pointed at Giselher's back.;['Giselher'];['Giselher']
41238;Times of Contempt;'Stop him, girl!'  Ciri leaned in the saddle, jerking the reins and forcing her galloping horse to change direction, raising her sword.;['Ciri'];['Ciri']
41242;Times of Contempt;Ciri jumped, pulling her feet from the stirrups, landing lightly and dropping into a squat.;['Ciri'];['Ciri']
41243;Times of Contempt;Iskra, who was approaching, launched from the saddle a heavy blow, cutting down the crossbowman.;['Iskra'];['Iskra']
41249;Times of Contempt;Kayleigh shouted, approaching her.;['Kayleigh'];['Kayleigh']
41252;Times of Contempt;They went at a gallop past Iskra.;['gallop', 'Iskra'];['Iskra']
41255;Times of Contempt;Ciri turned away.;['Ciri'];['Ciri']
41258;Times of Contempt;She shouted something, Ciri could not understand the words, but she realised on the fly.;['Ciri'];['Ciri']
41259;Times of Contempt;She released Kayleigh's back and jumped back to the ground, ran to the saddled horse which was getting dangerously close to the huts.;['Kayleigh'];['Kayleigh']
41261;Times of Contempt;Ciri turned just in time to perform a half pirouette which helped her avoid the treacherous onslaught of a spear wielded by a stocky farmer who had emerged from a pigsty.;['Ciri', 'half'];['Ciri']
41266;Times of Contempt;Ciri struck a blow, turning in an opposite half pirouette.;['Ciri', 'half'];['Ciri']
41271;Times of Contempt;Ciri did not let go of the reins.;['Ciri'];['Ciri']
41273;Times of Contempt;Ciri felt bile rising to her throat.;['Ciri'];['Ciri']
41274;Times of Contempt;Next to her nailed to her horse was Iskra.;['Iskra'];['Iskra']
41275;Times of Contempt;The elf seized the reins and tugged, forcing Ciri, who was still clutching the reins, back to her feet.;['Ciri'];['Ciri']
41278;Times of Contempt;Ciri contained her nausea and jumped into the saddle.;['Ciri'];['Ciri']
41281;Times of Contempt;Mistle appeared from among the huts, chasing two people.;['Mistle', 'two'];['Mistle']
41283;Times of Contempt;Both Ciri, and the elf started off at a gallop, but after a moment stopped.;['Ciri'];['Ciri']
41284;Times of Contempt;Returning from the mill was Giselher with the other Rats.;['Giselher', 'Rats'];['Giselher']
41287;Times of Contempt;cried Giselher passing them at a gallop.;['Giselher'];['Giselher']
41289;Times of Contempt;To the river!'  Mistle, leaning to one side, tugged the reins, turned her horse and was soon galloping behind him, jumping a low fence.;['Mistle'];['Mistle']
41291;Times of Contempt;Iskra galloped along beside her.;['Iskra'];['Iskra']
41293;Times of Contempt;The man that Mistle had wounded was still kneeling in the middle of the road, swaying and clutched his bleeding head with both hands.;['Mistle'];['Mistle']
41294;Times of Contempt;Iskra turned around, rode up to him and struck with her sword from above with all her might.;['Iskra'];['Iskra']
41298;Times of Contempt;Before the hole in the palisade, waiting, were Mistle and Kayleigh, the rest of the Rats were already far ahead.;['Mistle', 'Kayleigh', 'Rats'];['Mistle', 'Kayleigh']
41301;Times of Contempt;Iskra, having the best horse, was ahead of them.;['Iskra'];['Iskra']
41303;Times of Contempt;They caught up to Giselher and the others, but stopped for only a moment.;['Giselher'];['Giselher']
41305;Times of Contempt;Ciri and Kayleigh soon began to lag behind the others, the trapper mounts were unable to keep the pace with the other Rats mounts.;['Kayleigh', 'Rats'];['Kayleigh']
41306;Times of Contempt;Ciri had another problem: it was a big horse and her feet barely reached the stirrups and during the gallop she was unable to adjust them.;['Ciri'];['Ciri']
41308;Times of Contempt;Fortunately, after a few minutes Giselher slowed and stopped , allowing her and Kayleigh to join the group.;['Giselher', 'Kayleigh'];['Giselher', 'Kayleigh']
41312;Times of Contempt;Mistle, seeing the position the girl was riding in burst into laughter.;['Mistle'];['Mistle']
41313;Times of Contempt;'See, Giselher?;['Giselher'];['Giselher']
41316;Times of Contempt;Iskra, stopped her beautiful chestnut mare, still dry and eager to continue came nearer, pushing into the grey mare Ciri rode.;['Iskra', 'Ciri'];['Iskra', 'Ciri']
41318;Times of Contempt;Ciri pulled on the reins and leant in the saddle.;['Ciri'];['Ciri']
41324;Times of Contempt;'Giselher, we need to slow down, the pace is killing the horses!;['Giselher'];['Giselher']
41328;Times of Contempt;Kayleigh, how is your horse?';['Kayleigh'];['Kayleigh']
41332;Times of Contempt;'One moment,' said Iskra.;['One', 'Iskra'];['Iskra']
41333;Times of Contempt;'What about this brat?'  Giselher looked back, adjusted his scarlet scarf and fixed his gaze on Ciri.;['Giselher', 'Ciri'];['Giselher', 'Ciri']
41338;Times of Contempt;Ciri lowered her head.;['Ciri'];['Ciri']
41342;Times of Contempt;'The villagers,' added Mistle 'saw her running away with us.;['Mistle'];['Mistle']
41347;Times of Contempt;Iskra snorted angrily, but Giselher raised his hand.;['Iskra', 'Giselher'];['Iskra', 'Giselher']
41353;Times of Contempt;Ciri nodded readily.;['Ciri'];['Ciri']
41358;Times of Contempt;Ciri bowed her head.;['Ciri'];['Ciri']
41362;Times of Contempt;'Come on,' urged Giselher.;['Giselher'];['Giselher']
41367;Times of Contempt;As if obeying a command of Giselher's, the fire lit up of the questioned party making it easier to discover if it held lies or falsehood.;['Giselher'];['Giselher']
41369;Times of Contempt;Ciri thought desperately.;['Ciri'];['Ciri']
41379;Times of Contempt;Mistle said suddenly.;['Mistle'];['Mistle']
41380;Times of Contempt;'When I look at you, Giselher, I'm suddenly reminded of the Nissir, or the Trappers or one of those bastard Nilfgaardians.;['Giselher', 'Nissir', 'Trappers', 'one', 'Nilfgaardians'];['Giselher']
41383;Times of Contempt;Ciri twitched upon hearing his accent.;['Ciri'];['Ciri']
41387;Times of Contempt;'No shit, Reef.';['Reef'];['Reef']
41388;Times of Contempt;Giselher waved his hand.;['Giselher'];['Giselher']
41390;Times of Contempt;And you Mistle, you exaggerate.;['Mistle'];['Mistle']
41405;Times of Contempt;'Great idea, Asse.';['Asse'];['Asse']
41412;Times of Contempt;'If we leave her the horse and the sword,' Giselher drawled slowly, still looking at Ciri.;['Giselher', 'Ciri'];['Giselher', 'Ciri']
41415;Times of Contempt;You saw the dance that she danced in the inn with the trapper whose throat Mistle cut.;['Mistle'];['Mistle']
41418;Times of Contempt;'Tricks will not save her,' Iskra said suddenly, who had been busy sharpening her sword.;['Tricks', 'Iskra'];['Iskra']
41422;Times of Contempt;Kayleigh smiled.;['Kayleigh'];['Kayleigh']
41431;Times of Contempt;'And since when,' Iskra snorted again 'do we care about dancers and acrobats?;['Iskra'];['Iskra']
41435;Times of Contempt;You have not forgotten that it was the mayor who gave the Nissir, Kayleigh.;['Kayleigh'];['Kayleigh']
41440;Times of Contempt;For helping to save Kayleigh.;['Kayleigh'];['Kayleigh']
41441;Times of Contempt;Let her go where she wants, let her care for herself...'  'All right,' Ciri said, pursing her lips and rising.;['Ciri'];['Ciri']
41450;Times of Contempt;Giselher said sombrely.;['Giselher'];['Giselher']
41453;Times of Contempt;Iskra snapped.;['Iskra'];['Iskra']
41460;Times of Contempt;Ciri screamed, her eyes flashing a brilliant green.;['Ciri'];['Ciri']
41470;Times of Contempt;Ciri was silent, bowing her head.;['Ciri'];['Ciri']
41473;Times of Contempt;Giselher finally said.;['Giselher'];['Giselher']
41483;Times of Contempt;After a moment of reflection, Ciri obeyed.;['Ciri'];['Ciri']
41487;Times of Contempt;Giselher said proudly.;['Giselher'];['Giselher']
41494;Times of Contempt;Giselher said, handing her a silver studded belt.;['Giselher'];['Giselher']
41502;Times of Contempt;Asse repeated after giving Ciri a decorative baldric.;['Asse', 'Ciri'];['Asse', 'Ciri']
41511;Times of Contempt;Ciri looked into her eyes.;['Ciri'];['Ciri']
41517;Times of Contempt;You will be called Falka.';['Falka'];['Falka']
41518;Times of Contempt;***  Falka.;['Falka'];['Falka']
41524;Times of Contempt;But Ciri was not sure if that was right.;['Ciri'];['Ciri']
41540;Times of Contempt;Ciri tried to get up but Kayleigh forced her to lie down with a movement that was not violent, but strong and firm.;['Ciri', 'Kayleigh'];['Ciri', 'Kayleigh']
41543;Times of Contempt;Ciri was paralysed with fear and her throat was painfully tight and dry and a cry could not have escaped, even though she wanted it.;['Ciri'];['Ciri']
41551;Times of Contempt;Kayleigh whispered, slowly untying her shirt.;['Kayleigh'];['Kayleigh']
41555;Times of Contempt;Ciri shivered at the touch of his fingers, dry, hard and rough.;['Ciri'];['Ciri']
41557;Times of Contempt;Kayleigh slipped her left arm under his head and drew her closer to himself, trying to remove her hands that convulsively pulled the bottom of her shirt down in vain.;['Kayleigh'];['Kayleigh']
41560;Times of Contempt;'Have you gone mad, Mistle?' Barked Kayleigh, sitting up a little.;['Mistle', 'Barked Kayleigh'];['Mistle']
41570;Times of Contempt;Ciri heard the screech of a sword in its scabbard.;['Ciri'];['Ciri']
41573;Times of Contempt;Now!'  Kayleigh sat up, cursing.;['Kayleigh'];['Kayleigh']
41575;Times of Contempt;Ciri felt tears running down her cheeks, faster and faster, moving like worms crawling into her hair beside her ears.;['Ciri'];['Ciri']
41578;Times of Contempt;Ciri started shaking again.;['Ciri'];['Ciri']
41579;Times of Contempt;'Quiet, Falka.;['Falka'];['Falka']
41581;Times of Contempt;Mistle was warm and smelled of cattle and smoke.;['Mistle'];['Mistle']
41582;Times of Contempt;Her hand, unlike Kayleigh's hand was more delicate, more tender.;['Kayleigh'];['Kayleigh']
41584;Times of Contempt;But the contact was making Ciri tense again, her body stiffened with fear and disgust, she squeezed her jaw shut.;['Ciri'];['Ciri']
41586;Times of Contempt;Ciri felt the grip of fear and disgust open up and release their prey, she felt the pressure release and fell down, down, deeper, into a warm and humid swamp of resigned submission.;['Ciri'];['Ciri']
41589;Times of Contempt;Ciri, moaned again.;['Ciri'];['Ciri']
41594;Times of Contempt;***  Ciri awoke at dawn.;['Ciri', 'dawn'];['Ciri']
41595;Times of Contempt;She slipped from under the fur and slowly and carefully, as to not wake Mistle, who slept with parted lip and her eyes hidden by her forearm.;['Mistle'];['Mistle']
41600;Times of Contempt;Ciri wiped a tear from her cheek.;['Ciri'];['Ciri']
41603;Times of Contempt;Iskra was lying with her hand across Giselher's chest, lush hair scattered in disarray.;['Iskra \r\n', 'Giselher'];['Giselher']
41609;Times of Contempt;Falka.;['Falka'];['Falka']
41617;Times of Contempt;Kayleigh had woken up in smoke, fire and blood in a plundered castle lying between the corpses of his adoptive parents and siblings.;['Kayleigh'];['Kayleigh']
41621;Times of Contempt;Having conquered the castle, his comrades abandoned Reef, although Reef was still alive.;['Reef', 'Reef'];['Reef', 'Reef']
41623;Times of Contempt;At first Kayleigh wanted to finish off Reef.;['first', 'Kayleigh', 'Reef'];['Kayleigh', 'Reef']
41624;Times of Contempt;But Kayleigh did not want to be alone.;['Kayleigh'];['Kayleigh']
41625;Times of Contempt;And Reef and Kayleigh were only sixteen.;['Reef', 'Kayleigh'];['Reef', 'Kayleigh']
41629;Times of Contempt;Giselher deserted the army.;['Giselher'];['Giselher']
41632;Times of Contempt;Giselher was not sure where he had been dragged from and enlisted.;['Giselher'];['Giselher']
41637;Times of Contempt;Giselher joined one of them.;['Giselher', 'one'];['Giselher']
41647;Times of Contempt;"Her name, in free translation was ""Child of Fire"", was too complicated and poetic for Giselher.";['Child of Fire', 'Giselher'];['Giselher']
41651;Times of Contempt;When the population of Thurn fled the city before the news of the impending punitive expedition the notorious Peacekeepers of Gemmer, Mistle's family also fled, but lost Mistle in the panic that gripped the crowd.;['Thurn', 'Peacekeepers of Gemmer', 'Mistle'];['Mistle']
41656;Times of Contempt;The hunters did not touch Mistle, after checking earlier that she was intact.;['Mistle'];['Mistle']
41657;Times of Contempt;After that check, Mistle sobbed all night.;['Mistle'];['Mistle']
41663;Times of Contempt;Mistle was the only one who survived.;['Mistle'];['Mistle']
41665;Times of Contempt;She was saved by Asse, the son of a village blacksmith, who had followed the Nilfgaardians for three days, mad with desire for revenge for what the marauders had done with his father, mother and sisters, which he had witness while hiding among some reeds.;['Asse', 'Nilfgaardians', 'three days'];['Asse']
41686;Times of Contempt;The sombre, dark, skinny Giselher.;['Giselher'];['Giselher']
41687;Times of Contempt;Kayleigh, thin, long hair, with evil eyes and mouth arranged in a hideous face.;['Kayleigh'];['Kayleigh']
41689;Times of Contempt;Mistle, tall, long legged, with straw coloured hair cut so short that it was stiff as a brush.;['Mistle'];['Mistle']
41691;Times of Contempt;Asse, broad shouldered, with a white moustache and a twisted beard.;['Asse'];['Asse']
41717;Times of Contempt;Giselher, Kayleigh, Reef, Iskra, Mistle, Asse and Falka.;['Kayleigh', 'Mistle', 'Asse', 'Falka'];['Kayleigh', 'Mistle', 'Asse', 'Falka']
41719;Times of Contempt;***  'Seven?';['Seven'];['Seven']
41777;Times of Contempt;Stefan Skellen pursed his lips.;['Stefan Skellen'];['Stefan']
41803;Times of Contempt;'And with that band,' he added with a seemingly indifferent voice, Emperor Emhyr's coroner, Stefan Skellen called The Owl 'with these Rats or whatever they are called...;['Emhyr', 'Stefan Skellen', 'Rats'];['Emhyr', 'Stefan']
41831;Baptism of Fire;Flourens Delannoy tales and legends chapter one;['Flourens Delannoy', 'chapter one'];['Flourens']
41836;Baptism of Fire;Chaffinches warning of rain, thought Milva, instinctively glancing at the sky.;['Chaffinches', 'Milva'];['Milva']
41846;Baptism of Fire;However, Milva had lay in ambush for over two hours and still she had not spent a single arrow.;['Milva', 'over two hours'];['Milva']
41850;Baptism of Fire;Unflinching, Milva watched it as it folded and unfolded its wings, looking simultaneously at her bow, a new acquisition, which she had still not ceased to find pleasure in.;['Milva'];['Milva']
41867;Baptism of Fire;It was clear from the other arches lying next to it that they differed not only in construction and craftsmanship, but in price - and its price was precisely what had drawn Milva's attention.;['Milva'];['Milva']
41877;Baptism of Fire;True, there were arches which gave even eighty, but Milva considered this to be an exaggeration.;['eighty', 'Milva'];['Milva']
41879;Baptism of Fire;Milva rarely hunted animals larger than deer, or men in heavy armor.;['Milva'];['Milva']
41888;Baptism of Fire;They had failed, and if it wasn't for for Milva, they would have been killed.;['Milva'];['Milva']
41891;Baptism of Fire;Milva was truthfully a little surprised by this.;['Milva'];['Milva']
41922;Baptism of Fire;"A white head of hair, but the flat belly of a youngster, the kind associated with labour, not bacon and beer ...""He was on Thanedd,"" said Milva, not looking for an answer ""A Rebel.""";['Thanedd', 'Milva', 'A Rebel'];['Milva']
41929;Baptism of Fire;But Milva had already had time to hear the accounts from excited Dryads on the Eastern borders of Brokilon, about the events that had occured two weeks before.;['Milva', 'Eastern', 'Brokilon', 'two weeks'];['Milva']
41935;Baptism of Fire;Upon hearing this, Milva was greatly shocked â€“ has anyone ever seen a sorceress mourn?;['Milva'];['Milva']
41971;Baptism of Fire;"""Hello, Maria.""";['Maria'];['Maria']
41975;Baptism of Fire;Milva knelt on one knee, head bowed low.;['Milva', 'one'];['Milva']
41983;Baptism of Fire;"""We have not come by Duen Canella yet, Maria.""";['Duen Canella', 'Maria'];['Maria']
42062;Baptism of Fire;Milva adjusted the worn to a shine leather protector on her left forearm, held together with a bunch of grips attached to a loop.;['Milva'];['Milva']
42067;Baptism of Fire;With most commercially available ready-made arrows, the feathers were too short and arranged directly over the pole, while Milva applied hers to fin in a spiral, lying no shorter than five inches.;['Milva', 'five inches'];['Milva']
42079;Baptism of Fire;If it werent for the trunk covering her target Milva would have fired without hesitation.;['Milva'];['Milva']
42084;Baptism of Fire;Milva, maintaining the bow at full stretch, cursed silently.;['Milva'];['Milva']
42092;Baptism of Fire;For a few heartbeats Milva stood motionless, like a marble statue of a petrified goddess in the forest.;['Milva'];['Milva']
42105;Baptism of Fire;Milva was not surprised - she knew about the miraculous healing properties of the water and the forest weed, conynhael.;['Milva'];['Milva']
42111;Baptism of Fire;Only when she was reminded for the third time, Milva took a bath, changed and went to the witcher.;['third', 'Milva'];['Milva']
42132;Baptism of Fire;The witcher's face did not move, but Milva knew that he had understood.;['Milva'];['Milva']
42138;Baptism of Fire;Some talk that this Codringher practiced witchcraft and upon brewing his potions he entered into a pact with the devil, so he was consumed by the fires of hell.;['Codringher'];['Codringher']
42143;Baptism of Fire;"""It's strange that the fire and the death of that Codringher took place during the first moon of July, at exactly the same time as the riots on the island of Thanedd.";['Codringher', 'the first moon of July', 'Thanedd'];['Codringher']
42144;Baptism of Fire;As if someone had guessed that Codringher knew something precisely about the disorder and would be questioned about the details.;['Codringher'];['Codringher']
42149;Baptism of Fire;They might want to close the mouths and cut off the ears of others such as Codringher.;['Codringher'];['Codringher']
42177;Baptism of Fire;"""Speak.Please, Milva.""";['Speak', 'Milva'];['Milva']
42195;Baptism of Fire;"""The an'giyare inquires about a witcher named Geralt of Rivia and a little girl named Cirilla.";"[""an'giyare"", 'Geralt of Rivia', 'Cirilla']";['Geralt', 'Cirilla']
42212;Baptism of Fire;Milva jumped, frightened by the pallor that had suddenly covered his face.;['Milva'];['Milva']
42215;Baptism of Fire;Fauve!;['Fauve'];['Fauve']
42246;Baptism of Fire;"""Thanks, Milva.""";['Milva'];['Milva']
42269;Baptism of Fire;"Eh, even if it turned out that Yennefer is with him ...There is no sorceress with him, Lennep?""";['Yennefer', 'Lennep'];['Yennefer']
42284;Baptism of Fire;"And what about Milva?"" ""Leave her alone too now.";['Milva'];['Milva']
42299;Baptism of Fire;I lost face to Philippa - I had to whine like a dog and ask for her bloody witchcraft, otherwise I'd still be limping.;['Philippa'];['Philippa']
42309;Baptism of Fire;"Is Philippa Eilhart still holed up in Montecalvo?""";['Philippa Eilhart', 'Montecalvo'];['Philippa']
42339;Baptism of Fire;He's even started sending a Brokilon emissary with the task of finding traces of the princess Cirilla, the young one who has so interetested you all.;['Cirilla'];['Cirilla']
42340;Baptism of Fire;Our friend Geralt apparently does not know that Cirilla is in Nilfgaard where she is being prepared for her marriage to Emperor Emhyr.;['Geralt', 'Cirilla', 'Nilfgaard', 'Emhyr'];['Geralt', 'Cirilla', 'Emhyr']
42346;Baptism of Fire;We are writing to Philippa, not to the royal council, the letter has to look aesthetically pleasing!;['Philippa', 'the royal council'];['Philippa']
42348;Baptism of Fire;"""I wonder why the witcher is not seeking contact with Yennefer.";['Yennefer'];['Yennefer']
42350;Baptism of Fire;On the other hand, if Yennefer was the one who led Cirilla to Emhyr and if I were to find evidence of this, it would make me very glad to inform the witcher as well.;['Yennefer', 'Cirilla', 'Emhyr'];['Yennefer', 'Cirilla', 'Emhyr']
42352;Baptism of Fire;The Witcher does not like it when someone touches his little girl, Artaud Terranova conclusively found that out on Thanedd.;['Artaud Terranova', 'Thanedd'];['Artaud']
42353;Baptism of Fire;I would like to believe, Phil, that you do not withhold evidence of Yennefer's treason and do not know where she is hiding.;['Phil', 'Yennefer'];['Yennefer']
42369;Baptism of Fire;"""I am aware of Milva's activity, and I intend to gather more evidence on it.";['Milva'];['Milva']
42375;Baptism of Fire;Milva is a nickname, which was given to her by the dryads.;['Milva'];['Milva']
42384;Baptism of Fire;Maria did not get along with her stepfather and ran away from home.;['Maria'];['Maria']
42390;Baptism of Fire;As for Milva ...she returned the favour.;['Milva'];['Milva']
42392;Baptism of Fire;Maria Barring is dead, long live Milva ...;['Maria Barring', 'Milva'];['Milva']
42396;Baptism of Fire;For a long time we could not work it out because sometimes Milva would take it upon herself to prevent a massacre, and by the heavens, the survivors praised her bravery.;['Milva'];['Milva']
42402;Baptism of Fire;Old and young, Eithne and Milva make a pretty good team.;['Eithne', 'Milva'];['Milva']
42408;Baptism of Fire;* Seeing no blood anywhere, Milva became concerned.;['Milva'];['Milva']
42419;Baptism of Fire;Milva saw, she had found it.;['Milva'];['Milva']
42436;Baptism of Fire;This saved Milva and her group.;['Milva'];['Milva']
42456;Baptism of Fire;"""It would seem the Kings wanted their hands on her, because your Cirilla, from what I learned, was saved from Thanedd and sent straight to Nilfgaard, together with the traitorous sorcerers.";['Kings', 'Cirilla', 'Thanedd', 'Nilfgaard'];['Cirilla']
42457;Baptism of Fire;At Nilfgaard she was welcomed with great revelry by Emperor Emhyr.;['Nilfgaard', 'Emhyr'];['Emhyr']
42474;Baptism of Fire;Think...she will bring Emhyr a good piece of land as a dowry!;['Emhyr'];['Emhyr']
42552;Baptism of Fire;Shilard Fitz-Oesterlen, envoy of Emperor Emhyr var Emreis, had a habit of talking in diplomatic terms and loved to weave pompous language and paradoxical turns of phrase into sentences, intelligible only to diplomats and scholars.;['Fitz-Oesterlen', 'Emhyr var Emreis'];['Fitz-Oesterlen', 'Emhyr']
42556;Baptism of Fire;"""Sir Count,"" Shilard Fitz-Oesterlen bowed ceremoniously.";['Count', 'Fitz-Oesterlen'];['Count', 'Fitz-Oesterlen']
42578;Baptism of Fire;"Especially after the strange coded instructions that Vattier and Stefan Skellen ""The Coroner"", the imperial agent of special missions, had recently sent to the embassy.""As a successor has not yet been appointed,"" began Dijkstra, ""The unpleasant duty falls to me, of informing you that your Excellency has been considered persona non grata in the kingdom of Redania.""";['Vattier', 'Stefan Skellen', 'Coroner', 'Dijkstra', 'Redania'];['Vattier', 'Stefan']
42597;Baptism of Fire;"""Cirilla, Queen of Cintra,"" Shilard Fitz-Oesterlen corrected insistently, ""was not abducted, but sought asylum within the Empire.";['Cirilla, Queen of Cintra', 'Fitz-Oesterlen'];['Fitz-Oesterlen']
42609;Baptism of Fire;"""One of the politicial leaders of the plot, Enid an Gleanna, until recently, known as Francesca Findabair the sorceress, from Imperial benches plays elf queen of the puppet state, Dol Blathanna.""";['One', 'Enid', 'Gleanna', 'Francesca Findabair', 'Imperial', 'Dol Blathanna'];['Francesca']
42616;Baptism of Fire;Let Francesca Findabair hold the reigns for now, the time for justice will come.;['Francesca Findabair'];['Francesca']
42618;Baptism of Fire;Vilgefortz of Roggeveen, and Yennefer of Vengerberg?;['Yennefer', 'Vengerberg'];['Yennefer']
42623;Baptism of Fire;"By delivering them, Emperor Emhyr would provide evidence of his sincere desire for justice, after all, Justitia Est Fundamentum Regnorum.""";['Emhyr', 'Justitia Est Fundamentum Regnorum'];['Emhyr']
42624;Baptism of Fire;"""There is no denying the wisdom in your request,"" admitted Shilard Fitz-Oesterlen, feigning an embarassed laugh.";['Fitz-Oesterlen'];['Fitz-Oesterlen']
42647;Baptism of Fire;"""Your worship,"" Shilard Fitz-Oesterlen smiled slightly, ""he is not limited to Redanian territory.";['Fitz-Oesterlen', 'Redanian'];['Fitz-Oesterlen']
42650;Baptism of Fire;"""Cahir Mawr Dyffryn aep Ceallach.""";['Cahir Mawr Dyffryn aep Ceallach'];['Cahir']
42658;Baptism of Fire;"""I also,"" said Shilard Fitz-Oesterlen icily.";['Fitz-Oesterlen'];['Fitz-Oesterlen']
